sentence_id,language,text,tokens,animacy_labels,label_token_indexes,label_char_spans
ssj22.110.471,sl,"Naj se hranim z nebeškim Kruhom in živim iz evharistične daritve, da bom premagal vsako zlo in vedno izbral življenje.",Kruhom|daritve|zlo|življenje,A|N|N|N,5|10|16|20,25-31|57-64|88-91|108-117
ssj24.119.501,sl,"»Pozna uveljavitev zahtevane tehnične zakonodaje za majhna in srednje velika podjetja bo pomenila izgubo koristi, ki jih bo prinesel skupni evropski trg,« je poudaril vodja delegacije Evropske komisije v Sloveniji Erwan Fouere.",uveljavitev|zakonodaje|podjetja|izgubo|koristi|trg|vodja|delegacije|komisije,N|N|N|N|N|N|H|N|N,2|5|11|14|15|23|28|29|31,7-18|38-48|77-85|98-104|105-112|149-152|167-172|173-183|193-201
ssj366.2096.7432,sl,"New York Times poudarja, da bi utegnil omenjeni predlog povzročiti razhajanja med tistimi republikanci, ki so naklonjeni krepitvi ameriške vojaške moči, in zagovorniki ""večje discipline"" na področju proračuna.",predlog|razhajanja|republikanci|krepitvi|moči|zagovorniki|discipline|področju|proračuna,N|N|H|N|N|H|N|N|N,9|11|14|19|22|25|28|31|32,48-55|67-77|90-102|121-129|147-151|156-167|175-185|190-198|199-208
ssj220.1448.5243,sl,"Stavka je nekdanjo direktorico takrat odpihnila, Stojana Žiberta pa so poslali po kostanj v žerjavico.",Stavka|direktorico|kostanj|žerjavico,N|H|A|A,0|3|13|15,0-6|19-30|82-89|92-101
ssj226.1503.5473,sl,""" V spominu folkloristov in Metličanov so ostale tudi prireditve ""Razkošje v stelji"".",spominu|folkloristov|prireditve|Razkošje|stelji,N|H|N|N|A,2|3|9|11|13,4-11|12-24|54-64|66-74|77-83
ssj177.1197.4367,sl,"Ker si želim, da bi se med nosečnostjo dobro počutila, kar je pomembno zame in za otroka, rada poslušam glasbo in pišem dnevnik, v katerega si zapišem tudi podatke s pregleda z ultrazvokom.",nosečnostjo|otroka|glasbo|dnevnik|podatke|pregleda|ultrazvokom,N|H|N|N|N|N|N,8|18|22|25|32|34|36,27-38|82-88|104-110|120-127|156-163|166-174|177-188
ssj46.304.1224,sl,"Odkrili bi dokaj veliko in zanimivo ponudbo na eni ter nenavadno majhno število obiskovalcev na drugi strani, vendar nas je prehitel dan.",ponudbo|število|obiskovalcev|strani|dan,N|N|H|N|N,6|12|13|16|22,36-43|72-79|80-92|102-108|133-136
ssj46.295.1192,sl,"»Dovolj bo za začetek,« je rekel inšpektor.",začetek|inšpektor,N|H,4|9,14-21|33-42
ssj306.1851.6554,sl,"Čas je, da uživate na lovorikah, poleg tega pa nekaj časa posvetite razvajanju svojega telesa.",Čas|lovorikah|časa|razvajanju|telesa,N|A|N|N|N,0|6|12|14|16,0-3|22-31|53-57|68-78|87-93
ssj141.900.3446,sl,"Od prvega, tiho zašepetanega predloga naprej natanko ve, kam gre – pa čeprav bo tja morda prišel po ovinkih.",predloga|ovinkih,N|A,5|20,29-37|100-107
ssj15.64.264,sl,"Končina pa je še povedal, da je strokovni direktor soodgovoren za prevelik obseg obnove operacijskih miz in njihov nestrokovni izbor.",direktor|obseg|obnove|miz|izbor,H|N|N|N|N,9|13|14|16|20,42-50|75-80|81-87|101-104|127-132
ssj370.2126.7561,sl,Čisto sama sedi pred parom v anorakih.,parom|anorakih,H|N,4|6,21-26|29-37
ssj134.879.3370,sl,Pri tem opiše lok približno 90 stopinj pravi kot.,lok|stopinj|kot,N|N|A,3|6|8,14-17|31-38|45-48
ssj47.317.1294,sl,"Steklenico in kozarec držimo v višini oči, ustje steklenice pa naj počiva na robu kozarca.",Steklenico|kozarec|višini|oči|ustje|steklenice|robu|kozarca,N|A|N|N|N|N|N|A,0|2|5|6|8|9|14|15,0-10|14-21|31-37|38-41|43-48|49-59|77-81|82-89
ssj325.1937.6890,sl,"Svetovalka za prašičerejo v novomeški enoti Kmetijskega zavoda mag. Zdenka Kramar je prepričana, da je ta trenutek v Sloveniji premalo prašičev, in ocenjuje, da se je v zasebni reji število prašičev že zmanjšalo za 20 odst.",Svetovalka|prašičerejo|enoti|zavoda|trenutek|prašičev|reji|število|prašičev,N|A|N|N|N|A|N|N|A,0|2|5|7|17|21|31|32|33,0-10|14-25|38-43|56-62|106-114|135-143|177-181|182-189|190-198
ssj315.1885.6708,sl,"Pri okaču moramo levo, ker je kan pred njim.",okaču|kan,A|N,1|7,4-9|30-33
ssj71.444.1698,sl,"Nadzorujte porabo svojega denarja, spomnite se, kje in kako ste ga porabili, odkar ste bili nazadnje v banki.",porabo|denarja|banki,H|N|N,1|3|20,11-17|26-33|103-108
ssj312.1877.6661,sl,Na fotografijah imata policista strgane hlače in z blatom popackani uniformi.,fotografijah|policista|hlače|blatom|uniformi,N|H|N|N|N,1|3|5|8|10,3-15|22-31|40-45|51-57|68-76
ssj208.1396.5067,sl,"Čeprav je jasno, da je manananggal plod bujne domišljije, je takrat mnogo ljudi trdno verjelo, da obstaja, in še po toliko letih se ga še vedno bojijo.",manananggal|plod|domišljije|ljudi|letih,A|A|N|H|N,6|7|9|14|25,23-34|35-39|46-56|74-79|123-128
1400.sl.132222,sl,"Čeprav obstaja dokazano več kot 100 različnih kužnih sevov, so za večino primerov odgovorni le nekateri med njimi.",sevov|večino|primerov,A|N|N,8|12|13,53-58|66-72|73-81
ssj235.1559.5634,sl,"Prevladuje mnenje, da so v državi od padca komunizma 1989/90 uspešno izpeljali tranzicijo, položili in utrdili temelje stabilnega in demokratičnega političnega sistema, plansko gospodarstvo iz prejšnjega režima pa je uspešno nadomestil tržni način gospodarjenja, temelječ na zavidanja vredni gospodarski rasti.",mnenje|državi|padca|komunizma|tranzicijo|temelje|sistema|gospodarstvo|režima|način|gospodarjenja|zavidanja|rasti,N|H|N|N|N|N|N|N|N|N|N|N|A,1|6|8|9|15|20|25|28|31|37|38|42|45,11-17|27-33|37-42|43-52|79-89|111-118|160-167|177-189|204-210|242-247|248-261|275-284|304-309
ssj134.880.3372,sl,"Pri vabi ni ušata prav nič izbirčna; največkrat jo lovimo na razmočen in zgneten kruh, na krušno sredico, na testo iz moke in arome, kadar se dvigujejo na površino, damo lahko na enega od trnkov tudi košček skorjice, ki drži vabo na površini.",vabi|ušata|kruh|sredico|testo|moke|arome|površino|trnkov|košček|skorjice|vabo|površini,N|N|N|N|N|A|N|N|N|A|A|N|N,1|3|15|19|22|24|26|32|39|41|42|46|48,4-8|12-17|81-85|97-104|109-114|118-122|126-131|155-163|188-194|200-206|207-215|225-229|233-241
ssj267.1693.6043,sl,"To, da je treba tudi pri vrnitvi v prejšnje stanje paziti, da se povrne vsa škoda, in nič več ali manj, ilustrira primer, v katerem je sodišče naložilo toženi stranki, da na stanovanjski hiši in na gospodarskem poslopju odstrani obstoječo kritino in jo nadomesti z novo.",vrnitvi|stanje|škoda|primer|sodišče|stranki|hiši|poslopju|kritino,N|N|N|N|N|H|N|N|N,7|10|17|26|31|34|39|43|46,25-32|44-50|76-81|114-120|135-142|159-166|187-191|211-219|239-246
ssj147.1013.3814,sl,"Kakorkoli že, z visoko spetimi lasmi in diamanti, ki jih ji je poslal, je upala, da je vsaj za silo elegantna.",lasmi|diamanti|silo,A|N|N,6|8|23,31-36|40-48|95-99
ssj436.2402.8432,sl,Po naslovu sodeč sem se namenila pisati o paradižniku.,naslovu|paradižniku,N|A,1|8,3-10|42-53
ssj455.2504.8819,sl,""" Tako ostro je niso označili niti liberalci; mislili pa so si približno isto.",liberalci,H,7,35-44
ssj28.172.697,sl,"Na njih so na zgornji strani vidne drobne točkice, to so spermogoniji.",strani|točkice|spermogoniji,N|N|A,5|8|12,22-28|42-49|57-69
ssj230.1531.5549,sl,"Toda očetu je obljubil pomoč pri preizkušanju zmogljivosti programov, zato se je sklenil soočiti s svojimi strahovi.",očetu|pomoč|preizkušanju|zmogljivosti|programov|strahovi,H|N|N|N|N|N,1|4|6|7|8|17,5-10|23-28|33-45|46-58|59-68|107-115
ssj70.441.1687,sl,"Od prejšnjega tedna imam namreč novega hišnega ljubljenčka, ki sem ga krstila v The Stroj.",tedna|ljubljenčka|Stroj,N|A|N,2|7|15,14-19|47-58|84-89
ssj43.260.1037,sl,"Mislim, da lahko takoj zatrdimo, da so tisti spisi, ki skušajo ustreči pričakovanjem (učitelja, staršev, naslova, tematike), nekreativni (čeprav potrebni s socializacijskega vidika), kajti tudi če so izpisani z bravurozno tehniko in poznanjem, gravitirajo v središče standardnega mišljenja, se pravi proč od mejine.",spisi|pričakovanjem|učitelja|staršev|naslova|tematike|vidika|tehniko|poznanjem|središče|mišljenja|mejine,N|N|H|H|N|N|N|N|N|N|N|N,10|15|17|19|21|23|32|42|44|48|50|56,45-50|71-84|86-94|96-103|105-112|114-122|174-180|222-229|233-242|258-266|280-289|308-314
ssj20.89.365,sl,"Divji zahodnik stresa bajto, ko lezemo v spalne vreče in na nebu ugaša poslednja dnevna luč.",zahodnik|bajto|vreče|nebu|luč,A|N|A|N|N,1|3|9|12|16,6-14|22-27|48-53|60-64|88-91
ssj351.2048.7242,sl,"Naci fani prek DVU lahko naročijo priljubljene našitke, CD z nemško himno in drugimi domoljubnimi pesmimi ter videokaseto s posnetki stotih ""velikih prevar"" z nemških TV-zaslonov.",Naci|fani|našitke|CD|himno|pesmimi|videokaseto|posnetki|prevar|TV|zaslonov,H|H|N|N|N|N|N|N|H|N|N,0|1|7|9|12|16|18|20|24|28|30,0-4|5-9|47-54|56-58|68-73|98-105|110-121|124-132|149-155|167-169|170-178
ssj18.85.328,sl,"Preden bodo s štirinožcem stopili iz hiše in se namenili v bližnji park ali na travnik, bodo morali dobiti posebno dovoljenje lokalne policije.",štirinožcem|hiše|park|travnik|dovoljenje|policije,A|N|N|N|N|N,3|6|12|15|21|23,14-25|37-41|67-71|79-86|115-125|134-142
ssj456.2508.8861,sl,"Ne zato, da bi se lotila bistvenih sprememb v gospodarstvu in družbi; to se je zdelo v tistem trenutku nepotrebno, ker je kazalo, da so ljudje na splošno kar zadovoljni z razmerami, katere je zapustila desnica za seboj, se pravi, z gospodarsko konjunkturo.",sprememb|gospodarstvu|družbi|trenutku|ljudje|razmerami|desnica|konjunkturo,N|N|H|N|H|N|N|N,8|10|12|20|29|35|40|49,35-43|46-58|62-68|94-102|136-142|171-180|202-209|244-255
ssj76.498.1868,sl,"Za to bosta poskrbela Nikki in njen štirinožni ljubljenček, divji maček Murray, ki se hočeta maščevati nepridipravom, zaradi katerih je Nikki pristala v ječi...",ljubljenček|maček|nepridipravom|ječi,A|A|H|A,8|11|18|26,47-58|66-71|103-116|153-157
964.sl.131783,sl,"Hranijo se z žuželkami, ki jih ulovijo v letu ali na tleh.",žuželkami|letu|tleh,A|N|N,3|9|12,13-22|41-45|53-57
ssj91.601.2265,sl,"Drugi je Brus (pavliha), ki je tudi filozofično nadarjen, je pa “človek iz ljudstva” in sprejme vlogo Norca zato, da bo lahko neobremenjeno govoril resnico.",pavliha|človek|ljudstva|vlogo|Norca|resnico,A|H|H|N|H|N,4|16|18|22|23|31,15-22|65-71|75-83|96-101|102-107|148-155
1213.sl.132032,sl,"»Bog, o, Bog, zakaj si me zapustil?«",Bog|Bog,A|A,1|5,1-4|9-12
ssj27.150.625,sl,"Ko poleti moč sonca narašča in se rečni pretoki manjšajo, se tudi ribe umikajo v najgloblje dele rek.",moč|sonca|pretoki|ribe|dele|rek,N|N|N|A|N|N,2|3|8|13|17|18,10-13|14-19|40-47|66-70|92-96|97-100
ssj20.90.366,sl,Fantje so pripravili prostor za helikopter.,Fantje|prostor|helikopter,H|N|N,0|3|5,0-6|21-28|32-42
ssj54.348.1405,sl,"Na ""veliko peterico"" je naletel tudi Michael Botwin s Kalifornijske državne univerze, ko je anketiral 166 zaljubljenih in poročenih parov.",peterico|univerze|parov,H|N|H,3|13|22,11-19|76-84|132-137
ssj5.28.90,sl,"S tem naj bi pridobila prednost na trgu banan pred evropsko konkurenco, obenem pa bo lahko z bananami zadovoljila lastno tržišče za več let.",prednost|trgu|banan|konkurenco|bananami|tržišče|let,N|N|A|N|N|N|N,5|7|8|11|18|21|24,23-31|35-39|40-45|60-70|93-101|121-128|136-139
ssj370.2113.7509,sl,"Tip menda misl, dam začel mlatit psa s palco, sam to b blo tko, ko dab poslal Rentona al pa Kartofla, da seksualno zadovolita Lauro McEwan.",Tip|psa|palco,H|A|N,0|7|9,0-3|33-36|39-44
ssj456.2507.8852,sl,"Drugačno konsekvenco pa iz tega izvajajo voditelji množičnih političnih strank, med njimi v prvi vrsti Matthias Erzberger, najprizadevnejši, najvplivnejši član sredinske frakcije.",konsekvenco|voditelji|strank|vrsti|član|frakcije,N|H|N|N|H|N,1|6|9|15|22|24,9-20|41-50|72-78|97-102|155-159|170-178
1578.sl.132403,sl,V razvitem svetu so te okužbe najpogostejše pri povratnikih s potovanj ali med priseljenci.,svetu|okužbe|povratnikih|potovanj|priseljenci,N|N|H|N|H,2|5|8|10|13,11-16|23-29|48-59|62-70|79-90
ssj226.1502.5465,sl,"Na deski ga drobno narežemo ali sesekljamo, mu primešamo drobno nastrgan hren in malo olja, kislo smetano ali jogurt.",deski|hren|olja|smetano|jogurt,N|A|N|N|N,1|12|15|18|20,3-8|73-77|86-90|98-105|110-116
ssj367.2098.7442,sl,"Priljubljeno je bilo čaščenje Herkula (Herakla), polbožanstva, v njegovih nesrečah in težkih preskušnjah so ljudje verjetno mnogokrat spoznavali sami sebe in svojo usodo.",čaščenje|polbožanstva|nesrečah|preskušnjah|ljudje|usodo,N|A|N|N|H|N,3|9|13|16|18|26,21-29|49-61|74-82|93-104|108-114|164-169
ssj450.2468.8638,sl,Kar sapo mi je vzelo.,sapo,A,1,4-8
ssj46.307.1252,sl,Zime pa ne maram.,Zime,N,0,0-4
ssj27.148.611,sl,"Hrbtna in repna plavut sta temne srebrnkaste do rumenkaste barve, prsne in trebušni plavuti pa temno rumeno pegaste.",plavut|barve|plavuti,A|N|A,3|9|14,16-22|59-64|84-91
ssj78.510.1922,sl,"Vojne poleg tega terjajo velikansko ceno v človeških življenjih, razdejanju in psiholoških posledicah, ki se celijo več generacij.",Vojne|ceno|življenjih|razdejanju|posledicah|generacij,N|N|N|N|N|A,0|5|8|10|13|19,0-5|36-40|53-63|65-75|91-101|120-129
ssj47.316.1278,sl,"Tale je iz Amerike, pa ne zato, ker bi bil pisec letos stopil na tla obljubljene dežele.",pisec|tla|dežele,H|N|N,12|16|18,43-48|65-68|81-87
ssj141.901.3451,sl,"Izberite kaj, kar polepša dom – morda sliko ali tapiserijo, ki jo bo obesila na steno, v usnje ovito knjigo ali celo lep, moderen kos kuhinjske posode.",dom|sliko|tapiserijo|steno|usnje|knjigo|kos|posode,N|N|N|N|A|N|N|N,5|8|10|17|20|22|28|30,26-29|38-43|48-58|80-85|89-94|101-107|130-133|144-150
ssj28.165.665,sl,"Na gradu Borl pri Ptuju je glasba počasi odzvenela, iztekle so se umetniške delavnice in otroški živžav se je polegel.",gradu|glasba|delavnice|živžav,N|N|H|A,1|6|14|17,3-8|27-33|76-85|97-103
ssj4.16.57,sl,"ALOE VERA žele VERDALOE pomaga pri pikih žuželk, opeklinah, srbenju repa, rape, ugrizi, ekcemi.",ALOE|VERA|žele|pikih|žuželk|opeklinah|srbenju|repa|rape|ugrizi|ekcemi,A|A|N|N|A|N|N|N|A|N|N,0|1|2|6|7|9|11|12|14|16|18,0-4|5-9|10-14|35-40|41-47|49-58|60-67|68-72|74-78|80-86|88-94
ssj68.424.1614,sl,"“V tujino bi se podal le, če bi dobil ekipo, ki nastopa na ProTour dirkah, v ekipo, v kakršni sem bil lani, pa ne več.",tujino|ekipo|dirkah|ekipo,N|H|N|H,2|11|17|20,3-9|38-43|67-73|77-82
ssj163.1119.4127,sl,"Stal sem na zunanjem robu ovinka ceste, ki se je strmo spuščala.",robu|ovinka|ceste,N|A|N,4|5|6,21-25|26-32|33-38
ssj13.53.239,sl,"Dr. Bojan Dekleva: ""Tudi če otrok po naravi ni najbolj odločen, se lahko nauči nasilju reči 'ne'. """,otrok|naravi|nasilju,H|A|N,7|9|17,28-33|37-43|79-86
ssj27.158.650,sl,Mrtve ali poškodovane vabe moramo odstranjevati iz posode; druge pa zaščitimo pred previsokimi ali prenizkimi temperaturami.,vabe|posode|temperaturami,A|N|N,3|7|16,22-26|51-57|110-123
ssj165.1133.4175,sl,"Postmodernistično oblikovanje stoji na drugi strani s svojim “protiestetskim” za vedno razcepljenih, problematiziranih, vedno umikajočih se in odloženih “objektov” vednosti in prakse, vključno z znaki, organizmi, sistemi, jazi in kulturami.",oblikovanje|strani|objektov|vednosti|prakse|znaki|organizmi|sistemi|jazi|kulturami,N|N|N|N|N|N|A|N|N|N,1|5|23|25|27|31|33|35|37|39,18-29|45-51|154-162|164-172|176-182|195-200|202-211|213-220|222-226|230-239
ssj46.291.1173,sl,"Nadaljnjih 7 do 14 dni opazujemo, ali se je pojavil rdeč kolobar na telesu ali na mestu pika oziroma otrdel tilnik in bruhanje znak borelioze.",dni|kolobar|telesu|mestu|pika|tilnik|bruhanje|znak|borelioze,N|N|N|N|A|N|N|N|N,4|12|14|17|18|21|23|24|25,19-22|57-64|68-74|82-87|88-92|108-114|118-126|127-131|132-141
ssj193.1302.4709,sl,Toda samo Casanova je bil sposoben ceniti obe strani njegove osebnosti.,strani|osebnosti,H|N,8|10,46-52|61-70
ssj349.2035.7209,sl,Morda bodo spoznali še poklic mizarja in se seznanili še z drugimi postopki pri obdelovanju lesa.,poklic|mizarja|postopki|obdelovanju|lesa,N|H|N|N|A,4|5|12|14|15,23-29|30-37|67-75|80-91|92-96
1491.sl.132316,sl,"Muzej Städe ima v lasti 2700 slik (od katerih je razstavljenih 600) in zbirko 100.000 risb in grafik, pa tudi 600 kipov.",Muzej|lasti|slik|zbirko|risb|grafik|kipov,N|A|N|N|A|N|N,0|4|6|15|17|19|24,0-5|18-23|29-33|71-77|86-90|94-100|114-119
ssj294.1789.6348,sl,"Nenadoma občutiti, da vemo o vseh stvareh natančno toliko kot Bog, in prav tako nenadoma ugledati, kako to občutje izginja.",stvareh|Bog|občutje,A|A|N,7|11|21,34-41|62-65|107-114
644.sl.131462,sl,Med parjenjem samec z zobmi zagrabi samico za kožo na tilniku.,parjenjem|samec|zobmi|samico|kožo|tilniku,A|A|N|A|N|A,1|2|4|6|8|10,4-13|14-19|22-27|36-42|46-50|54-61
ssj37.217.895,sl,Hči je očitno podedovala njen okus za modo.,Hči|okus|modo,H|N|N,0|5|7,0-3|30-34|38-42
ssj133.868.3325,sl,"Svojega bogatega nogometnega znanja prav tako ne bo več prikazoval na slovenskih zelenicah, temveč zelo verjetno na Hrvaškem pri Inkerju, s katerim naj bi v teh dneh podpisal svojo bržčas zadnjo pogodbo v dolgoletni karieri.",znanja|zelenicah|dneh|pogodbo|karieri,N|A|N|N|N,3|12|28|33|36,29-35|81-90|161-165|195-202|216-223
ssj93.618.2347,sl,"Molitev za druge je izraz posebne ljubezni do njih in hkrati tudi do Boga, ki biva v njih.",Molitev|izraz|ljubezni|Boga,N|N|N|A,0|4|6|13,0-7|20-25|34-42|69-73
148.sl.130964,sl,"Tokrat ni bil sam: k sebi je vzel nečaka in njegovo prijateljico Jutei, ki sta okrevala po bolezni.",nečaka|prijateljico|bolezni,A|H|N,9|12|19,34-40|52-64|91-98
ssj469.2546.9038,sl,"Včasih željo povsem ali začasno poteši že elektronski robotski pes, kot na primer Sonyjev Aibo ter celo bolj bazični elektronski ljubljenček, kakšen Nano-pet, GigaPet ali daleč najbolj popularen Tamagotchi, ki se je pojavil konec devetdesetih let prejšnjega stoletja.",željo|pes|primer|ljubljenček|let|stoletja,N|A|N|A|N|N,1|9|13|21|41|43,7-12|63-66|75-81|129-140|243-246|258-266
ssj350.2042.7221,sl,"Vsak dan naj bi se po tej cesti že doslej vozilo okoli 600 vozil, 2,65 kilometra makadama, predvsem pa nevarni odseki cest pa so odvračali predvsem voznike iz Ljubljane, ki so se raje odločali za drugo pot.",dan|cesti|vozil|kilometra|makadama|odseki|cest|voznike|pot,N|N|N|N|N|N|N|H|N,1|7|13|16|17|22|23|28|39,5-8|26-31|42-47|71-80|81-89|111-117|118-122|148-155|202-205
ssj69.435.1661,sl,"Z malo sreče bi lahko celo zmagali, igralci mi pravijo, da nas je sodnik prikrajšal za enajstmetrovko.",sreče|igralci|sodnik|enajstmetrovko,N|H|H|N,2|8|15|18,7-12|36-43|66-72|87-101
ssj279.1733.6140,sl,"Prišla je zaradi tega, da odgrneva nekaj tančic z njenih življenjskih vlog: ženske, mame in predvsem soproge predsednika države, ki je očem javnosti najbolj izpostavljena.",tančic|vlog|ženske|mame|soproge|predsednika|države|očem|javnosti,A|N|H|H|H|H|H|H|H,8|12|14|16|19|20|21|25|26,41-47|70-74|76-82|84-88|101-108|109-120|121-127|135-139|140-148
ssj214.1424.5167,sl,"Prav zato bi bila za mnoge zmaga Valdasa Adamkusa rešilni kompromis, ki bi vladajočim konservativcem omogočil, da bi kljub porazu na predsedniških volitvah ohranili glavne zamisli svoje politike, ki jo je zastavil njihov voditelj Vitautas Landsbergis.",zmaga|kompromis|konservativcem|porazu|volitvah|zamisli|politike|voditelj,N|N|H|N|N|N|N|H,6|10|15|21|24|27|29|36,27-32|58-67|86-100|123-129|147-155|172-179|186-194|221-229
ssj308.1855.6571,sl,"Med uro in pol treninga so udeleženci izvedli vaje za ogrevanje, se pomerili z igro na dva koša, sledile pa so zabavne vaje motoričnih spretnosti.",uro|treninga|udeleženci|vaje|ogrevanje|igro|koša|vaje|spretnosti,N|N|H|N|N|N|N|N|N,1|4|6|8|10|15|18|24|26,4-7|15-23|27-37|46-50|54-63|79-83|91-95|119-123|135-145
ssj163.1119.4133,sl,V nekaj pičlih trenutkih je vsemogočni umetnik prebarval pokrajino preko neštetih sivih odtenkov v črnosivo.,trenutkih|umetnik|pokrajino|odtenkov,N|H|N|N,3|6|8|12,15-24|39-46|57-66|88-96
828.sl.131646,sl,Lahko preskočijo 30-kratnik dolžine svojega telesa.,kratnik|dolžine|telesa,A|N|N,4|5|7,20-27|28-35|44-50
ssj118.765.2898,sl,"Vrtiljak je še stal tukaj in odločil sem se, da bom krilo poiskal.",Vrtiljak|krilo,A|N,0|12,0-8|52-57
ssj27.157.643,sl,"Pri muharjenju v morju je utrujanje večine rib, brez kolesca, opremljenega z zavoro, ki sprosti rezervno vrvico, preden se konica vrvice pretrga, nemogoče.",muharjenju|morju|utrujanje|večine|rib|kolesca|zavoro|vrvico|konica|vrvice,N|N|N|N|A|N|N|A|A|A,1|3|5|6|7|10|14|19|23|24,4-14|17-22|26-35|36-42|43-46|53-60|77-83|105-111|123-129|130-136
