sentence_id,language,text,tokens,animacy_labels,label_token_indexes,label_char_spans
GUM_whow_basil-69,en,"You'll probably have more basil than you could possibly eat fresh, so plan on storing some in the fridge.",basil|fridge,A|N,6|21,26-31|98-104
GUM_textbook_spacetime-63,en,"The distortion is not large, but if we follow the ant’s path carefully, we notice it deviating slightly from a straight line.",distortion|ant|path|line,N|A|N|N,1|12|14|25,4-14|50-53|56-60|120-124
GUM_letter_gorbachev-36,en,"Finally, the future rent of land can more justly be claimed by future generations than by today's citizens.",rent|land|generations|today|citizens,N|N|A|N|H,4|6|14|18|20,20-24|28-32|70-81|90-95|98-106
GUM_bio_marbles-20,en,"The pseudonym ""Jenna Marbles ""comes from her mother's complaint that ""Mourey"", their legal surname, pulled up only Jenna's videos on Google.",pseudonym|mother|complaint|surname|videos,N|H|N|N|N,1|10|12|20|28,4-13|45-51|54-63|91-98|123-129
GUM_fiction_pag-54,en,"I kicked one in the head until it stopped moving, turned to the other.",head|other,N|H,5|14,20-24|64-69
GUM_essay_sexlife-33,en,"For older adults in particular, being sexually active predicts a longer and healthier life.",adults|life,H|N,2|14,10-16|86-90
GUM_whow_quinoa-30,en,"The quinoa should look light and fluffy, and you should be able to see the germ separating from the seed.",quinoa|germ|seed,A|N|N,1|16|20,4-10|75-79|100-104
GUM_letter_zora-13,en,"But the birds, which I feed and who have begun to collect here already in large numbers, wake me up clamoring for their breakfast, and I dash out and place stale bread, etc. and watch the many colors and many behaviors of my feathered friends.",birds|numbers|breakfast|bread|etc.|colors|behaviors|friends,A|N|N|N|N|N|N|A,2|17|25|34|36|41|44|48,8-13|80-87|120-129|162-167|169-173|193-199|209-218|235-242
GUM_news_defector-27,en,"Rathbun asserted that Scientology officials, ""... plied the Sheriff's detective with a grand conspiracy theory, characterizing me as the 'anti-christ' of the church of Scientology. ... The next thing Daniel knows he's in a cell where he sat for the next 30 hours.""",officials|detective|conspiracy|theory|anti-christ|church|thing|cell|hours,H|H|N|N|H|N|H|A|N,4|13|17|18|25|29|36|44|52,34-43|70-79|93-103|104-110|138-149|158-164|194-199|223-227|257-262
GUM_conversation_blacksmithing-47,en,"You know, the horse kinda helps you out, because it, has that little white line right there.",horse|line,A|N,4|17,14-19|75-79
GUM_vlog_exams-4,en,I have a meeting at 10:45 so in a few minutes with one of my TFs about my project.,meeting|minutes|TFs|project,N|N|H|N,3|10|15|18,9-16|38-45|61-64|74-81
GUM_vlog_hair-35,en,"If you guys are wondering, the smell of this product is very natural.",guys|smell|product,H|N|N,2|7|10,7-11|31-36|45-52
GUM_whow_basil-15,en,"Globe and Greek basil are much more difficult to grow, but form pretty little bushes which stay well-contained.",basil|bushes,A|A,3|15,16-21|78-84
GUM_news_warming-1,en,"Scientists analyse effects of global warming, atmospheric ozone on crops",Scientists|effects|warming|ozone|crops,H|N|N|N|A,0|2|5|8|10,0-10|19-26|37-44|58-63|67-72
GUM_bio_higuchi-15,en,"her first stories were published in a minor newspaper under her pen name, Ichiyo Higuchi.",stories|newspaper|pen|name,N|N|N|H,2|8|11|12,10-17|44-53|64-67|68-72
GUM_interview_daly-4,en,Frank Rack got in touch after they returned from Antarctica in hopes that I could help with an identification on the anemone.,touch|hopes|identification|anemone,N|N|N|A,4|11|18|21,18-23|63-68|95-109|117-124
GUM_interview_onion-57,en,"Yeah, what you see on Studio 60 and 30 Rock, those are scripted writers rooms.",writers|rooms,H|N,15|16,64-71|72-77
GUM_whow_chicken-33,en,Keep the chicken upright or on its side.,chicken|side,A|N,2|7,9-16|35-39
GUM_conversation_family-49,en,I don't understand what not taking his lunch has to do with baling hay.,lunch|hay,N|A,9|15,39-44|67-70
GUM_academic_thrones-10,en,"The study of how people, as fans, access and manage information within a transmedia system provides valuable insight that contributes not only to practitioners and scholars of the media industry, but to the wider context of cultural studies, by offering findings on this new model of the fan as consumer and information-user.",study|people|fans|information|transmedia|system|insight|practitioners|scholars|media|industry|context|studies|findings|model|fan|consumer|information|user,N|H|H|N|N|N|N|H|H|N|N|N|N|N|N|H|H|N|H,1|4|7|12|15|16|19|25|27|30|31|37|40|44|48|51|53|55|57,4-9|17-23|28-32|52-63|73-83|84-90|109-116|146-159|164-172|180-185|186-194|213-220|233-240|254-262|275-280|288-291|295-303|308-319|320-324
GUM_letter_gorbachev-14,en,"First, it guarantees that no one dispossesses fellow citizens by obtaining a disproportionate share of what nature provides for humanity.",citizens|share|nature|humanity,H|N|N|A,9|14|17|20,53-61|94-99|108-114|128-136
GUM_whow_basil-66,en,2 Enjoy the basil fresh.,basil,A,3,12-17
GUM_vlog_hair-33,en,"As you guys know, that's all I talk about on my channel most of the time.",guys|channel|time,H|N|N,2|14|18,7-11|48-55|68-72
GUM_podcast_brave-37,en,"It's like, yeah, let's go kill that bear.",bear,A,13,36-40
GUM_vlog_hiking-46,en,We finally seen grizzly bears!,bears,A,4,24-29
GUM_vlog_hair-27,en,"So a lot of times with stylers, they're just, you know, there to give you a nice style, which is great, but I want to make sure that all my products are geared towards the health of the hair even if they're styling products.",lot|times|stylers|style|products|health|hair|styling|products,N|N|H|N|N|N|N|N|N,2|4|6|22|37|42|45|51|52,5-8|12-17|23-30|81-86|140-148|172-178|186-190|207-214|215-223
GUM_whow_basil-67,en,Rinse off the leaves and use the basil to make pesto or a Caprese salad with tomatoes and fresh mozzarella cheese.,leaves|basil|pesto|salad|tomatoes|mozzarella|cheese,N|A|N|N|A|N|N,3|7|10|14|16|19|20,14-20|33-38|47-52|66-71|77-85|96-106|107-113
GUM_speech_school-23,en,The integration of ICT into educational programmes places both the teaching staff and students at the forefront in the utilization of ICT for the enhancement of lives.,integration|programmes|teaching|staff|students|forefront|utilization|enhancement|lives,N|N|H|H|H|N|N|N|N,1|6|10|11|13|16|19|24|26,4-15|40-50|67-75|76-81|86-94|102-111|119-130|146-157|161-166
GUM_news_clock-11,en,Images of the boy wearing a NASA T-shirt and handcuffed by the police were quickly posted and reposted online.,Images|boy|T|shirt|police,N|H|N|N|H,0|3|7|9|14,0-6|14-17|33-34|35-40|63-69
GUM_interview_ants-19,en,"The blog aims to help address ""a gap between scientists and 'the general public'.""",blog|gap|scientists|public,N|N|H|H,1|8|10|15,4-8|33-36|45-55|73-79
GUM_whow_languages-66,en,Email or text your friends the language so that they won't be so confused.,friends|language,H|N,4|6,19-26|31-39
GUM_news_election-45,en,"Shiu Ka-chun of the Social Welfare constituency defeated their opponents, hence the pan-democrats' seats in the functional constituencies increased from 9 to 10.",constituency|opponents|pan-democrats|seats|constituencies,H|H|H|N|N,6|9|14|16|20,35-47|63-72|84-97|99-104|123-137
GUM_academic_implicature-31,en,"Albeit limited, these results provide valuable insight into SI interpretation by Chitonga-speaking children and demonstrate that pragmatic inference acquisition likely follows the order identified in previous research, but appears to be completed at a later age in this language.",results|insight|SI|interpretation|children|inference|acquisition|order|research|age|language,N|N|N|N|H|N|N|N|N|N|N,4|7|9|10|15|20|21|25|29|39|42,22-29|47-54|60-62|63-77|99-107|139-148|149-160|180-185|209-217|258-261|270-278
GUM_fiction_giants-38,en,"She would cry from frustration when the older children could do something that she couldn't — like tie knots, or catch a chicken.",frustration|children|knots|chicken,N|H|N|A,4|8|20|25,19-30|46-54|103-108|121-128
GUM_whow_parachute-28,en,"If you do not have any religious beliefs, or are for another reason unwilling to appeal to your patron deity, skip this step.",beliefs|reason|patron|deity|step,N|N|H|A|N,7|13|19|20|24,33-40|61-67|96-102|103-108|120-124
GUM_interview_daly-44,en,"I am curious about the population structure of the ""fields"" of anemones - the group to which Edwardsiella andrillae belongs includes many species that reproduce asexually, and it's possible that the fields are ""clones"" produced asexually rather than the result of sexual reproduction.",population|structure|fields|anemones|group|species|fields|clones|result|reproduction,A|N|A|A|A|A|A|A|N|N,5|6|10|13|16|24|36|39|46|49,23-33|34-43|52-58|63-71|78-83|138-145|199-205|211-217|254-260|271-283
GUM_vlog_mermaid-33,en,Oh my god it’s so peaceful.,god,A,2,6-9
GUM_whow_elevator-34,en,Exclaim that you've lost a beast.,beast,A,7,27-32
GUM_whow_chicken-5,en,Method One of Two: Hypnotizing a Chicken,Method|Chicken,N|A,0|7,0-6|33-40
GUM_conversation_toys-72,en,"And I gotta s- get started on this chicken pizza or, if anybody actually takes me up on this and comes.",chicken|pizza,A|N,10|11,35-42|43-48
GUM_vlog_hair-16,en,"So it's the Angelic Coco Curl Creator Cream, and it has coconut plus rose in it.",coconut|rose,N|A,14|16,56-63|69-73
GUM_vlog_hair-30,en,"As I mentioned, one of the ingredients is pure honey, along with a lot more nutrient-dense botanicals and herbs.",ingredients|honey|lot|nutrient|botanicals|herbs,N|N|N|N|N|A,7|10|15|17|20|22,27-38|47-52|67-70|76-84|91-101|106-111
GUM_speech_destiny-42,en,"They are of us and will remain of us whatever may happen, and we shall be sharers in their good [or] ill fortune alike.",sharers|fortune,H|N,17|25,74-81|105-112
GUM_bio_enfant-12,en,"Despite his aristocratic origins, L'Enfant closely identified with the United States, changing his first name from Pierre to Peter when he first came to the rebelling colonies in 1777.",origins|name|colonies,N|H|N,3|16|28,25-32|105-109|167-175
GUM_whow_chicken-2,en,Anyone who's spent a lot of time on a farm with chickens is probably familiar with this trick.,lot|time|farm|chickens|trick,N|N|N|A|N,6|8|11|13|19,21-24|28-32|38-42|48-56|88-93
GUM_news_clock-16,en,The Twitter attention led to outreach from Google and Mohamed was invited to their Google Science Fair.,attention|outreach,N|N,2|5,12-21|29-37
GUM_bio_enfant-10,en,"He arrived in 1777 at the age of 23, and served as a military engineer in the Continental Army with Major General Lafayette.",age|engineer,N|H,6|15,26-29|62-70
GUM_academic_salinity-15,en,"Among these models, the small-slope approximation/small perturbation model (SSA / SPM) [18,19,20,21], two scale model (TSM) [22,23,24] and empirical/semi-empirical models [25,26] have been widely used by the research community and implemented in different satellite data processing systems.",models|slope|approximation|perturbation|model|scale|model|models|research|community|satellite|data|processing|systems,N|N|N|N|N|N|N|N|N|H|N|N|N|N,2|7|8|11|12|29|30|45|57|58|63|64|65|66,12-18|30-35|36-49|56-68|69-74|106-111|112-117|164-170|208-216|217-226|256-265|266-270|271-281|282-289
GUM_textbook_alamo-20,en,"The Mexican army marched to the town, and Edwards and his troops then declared the formation of the Republic of Fredonia between the Sabine and Rio Grande Rivers.",army|town|troops|formation,H|N|H|N,2|6|12|16,12-16|32-36|58-64|83-92
GUM_whow_chicken-46,en,"Abnormal feathering, constant preening, or delays in egg-laying are all signs of a stressed chicken.",feathering|preening|delays|egg|laying|signs|chicken,N|N|N|A|A|N|A,1|4|7|9|11|14|18,9-19|30-38|43-49|53-56|57-63|72-77|92-99
GUM_voyage_sydfynske-13,en,"On dry land, up on the many islands you can find badgers, stoats and several types of deer.",land|islands|badgers|stoats|types|deer,N|N|A|A|A|A,2|8|12|14|17|19,7-11|28-35|49-56|58-64|77-82|86-90
GUM_textbook_history-47,en,"One of the largest population centers in pre-Columbian America and home to more than 100,000 people at its height in about 500 CE, Teotihuacan was located about thirty miles northeast of modern Mexico City.",population|centers|home|people|height|miles,H|N|N|A|N|N,4|5|10|15|18|29,19-29|30-37|67-71|93-99|107-113|168-173
GUM_whow_chicken-3,en,Those who've never heard of this will be amazed to see a chicken lie perfectly still after these instructions are followed.,chicken|instructions,A|N,14|20,57-64|97-109
GUM_fiction_oversite-45,en,"The doctor has an injection gun and while my mother is focused on my daughter, she puts it firmly against my mother’s arm and puts the chip in.",doctor|injection|gun|mother|daughter|mother|arm|chip,H|N|N|H|H|H|N|N,1|4|5|9|14|23|25|29,4-10|18-27|28-31|45-51|69-77|109-115|118-121|135-139
GUM_whow_arrogant-48,en,"When they are cruel, their friends will usually ignore it or not do anything to stop it since they're afraid that they'll be treated badly by their 'friend.'",friends|friend,H|H,6|33,27-34|149-155
GUM_conversation_erasmus-72,en,"Um, Jesus turned to his disciples, you remember, when some deserted him, and seemed, because they were disappointed in some of his sayings, and they were offended by some of the things he said, and they walked no longer with him it said.",disciples|sayings|things,H|N|N,6|27|37,24-33|131-138|178-184
GUM_vlog_hair-10,en,I cannot believe that I'm actually showing you guys these products.,guys|products,H|N,12|14,47-51|58-66
GUM_bio_nida-2,en,"Eugene A. Nida (November 11, 1914 – August 25, 2011) was a linguist who developed the dynamic-equivalence Bible-translation theory and one of the founders of the modern discipline of Translation Studies.",linguist|equivalence|translation|theory|founders|discipline,H|N|N|N|H|N,16|22|25|26|31|35,59-67|94-105|112-123|124-130|146-154|169-179
GUM_whow_basil-9,en,"Read up on different types of basil and pick out one - or several - that appeal to you, then order the seeds or buy them at a garden store.",types|basil|seeds|garden|store,N|A|A|N|N,4|6|23|29|30,21-26|30-35|103-108|126-132|133-138
GUM_voyage_isfahan-62,en,"It is rich in naturalistic wall paintings by Reza Abbassi, the court painter of Shah Abbas I, and his pupils.",wall|paintings|court|painter|pupils,N|N|N|H|H,5|6|12|13|21,27-31|32-41|63-68|69-76|102-108
GUM_voyage_sydfynske-11,en,This is the longest regular migration by any known animal.,migration|animal,N|A,5|9,28-37|51-57
GUM_fiction_claus-56,en,"She unclipped the cell phone from the back of Santa’s girdle, and pushed the button with the green arrow, serrated to look like a double-edged diving knife.",cell|phone|back|girdle|button|arrow|diving|knife,A|N|N|N|N|N|N|N,3|4|7|12|17|21|31|32,18-22|23-28|38-42|54-60|77-83|99-104|143-149|150-155
GUM_fiction_moon-16,en,"Over these horrors the evil moon now hung very low, but the puffy worms of the sea need no moon to feed by.",horrors|moon|worms|sea|moon,N|N|A|N|N,2|5|14|17|20,11-18|28-32|66-71|79-82|91-95
GUM_whow_arrogant-44,en,"Do they act like they own the place, or act like the 'big dog?'",place|dog,N|A,7|15,30-35|58-61
GUM_bio_gordon-22,en,"Consequently, he was for the remainder of his life in high favour with the Tsar, who confided to him the command of his capital during his absence from Russia.",remainder|life|favour|command|capital|absence,N|A|N|N|N|N,6|9|12|22|25|28,29-38|46-50|59-65|105-112|120-127|139-146
GUM_essay_sexlife-8,en,"While this fits with the messages we receive from popular culture, which tell us that sex is a young person's domain, it is somewhat at odds with the fact that older adults continue to explore and enjoy sexuality well into old age.",messages|culture|sex|person|domain|odds|fact|adults|sexuality|age,N|N|N|H|N|N|N|H|N|N,5|10|16|21|23|29|32|35|41|45,25-33|58-65|86-89|101-107|110-116|136-140|150-154|166-172|203-212|227-230
GUM_textbook_spacetime-56,en,We put the ant on one side of the sheet and it walks in a beautiful straight line over to the other side (Figure 24.8).,ant|side|sheet|line|side,A|N|N|N|N,3|6|9|17|22,11-14|22-26|34-39|77-81|100-104
GUM_academic_mutation-43,en,This error causes the incorrect display of the resulting geometry that should be drawn in the user interface after the operation applied to the two initial geometries (Figure 2).,error|display|geometry|user|interface|operation|geometries,N|N|N|H|N|N|N,1|5|9|16|17|20|26,5-10|32-39|57-65|94-98|99-108|119-128|156-166
GUM_whow_quidditch-25,en,"Then the seekers search for the snitch, and attempt to tag the player.",seekers|snitch|player,H|H|H,2|6|13,9-16|32-38|63-69
GUM_textbook_sociology-48,en,"Sociologists attempting to engage in cultural relativism, then, may struggle to reconcile aspects of their own culture with aspects of a culture that they are studying.",Sociologists|relativism|aspects|culture|aspects|culture,H|N|N|N|N|N,0|6|14|18|20|23,0-12|46-56|90-97|111-118|124-131|137-144
GUM_vlog_hiking-5,en,Anyways I just wanted to show you guys this is what our shoes look like every day after we get done hiking in Glacier.,guys|shoes|day,H|N|N,7|12|16,34-38|56-61|78-81
GUM_vlog_hiking-77,en,I just wanted to thank you guys so much for watching our vlog.,guys|vlog,H|N,6|12,27-31|57-61
GUM_fiction_sneeze-77,en,In a flash the fairy was out of my nose and gone.,flash|fairy|nose,N|A|N,2|4|9,5-10|15-20|35-39
GUM_bio_higuchi-4,en,She wrote relatively little as a result of living a brief life — she died at 24 — but her stories had a large impact on Japanese literature and she is still appreciated by the Japanese public today.,result|life|stories|impact|literature|public|today,N|A|N|N|N|H|N,6|11|20|24|27|36|37,33-39|58-62|90-97|110-116|129-139|185-191|192-197
GUM_news_warming-18,en,The U.S. Environmental Protection Agency says some crops may have higher yields with increased levels of carbon dioxide.,crops|yields|levels|carbon|dioxide,A|N|N|N|N,7|11|14|16|17,51-56|73-79|95-101|105-111|112-119
GUM_podcast_addiction-48,en,"It probably depends on what you're gambling, like if you put, you know, one of your kids up or something like that.",kids,H,21,84-88
GUM_essay_dividends-34,en,"In midlife, $ 5,000 per person would add 25 percent to the income of a family of four earning $ 80,000 a year.",midlife|person|percent|income|family|year,N|N|N|N|H|N,1|6|10|13|16|23,3-10|24-30|44-51|59-65|71-77|105-109
GUM_interview_herrick-74,en,"We continue to depend on this same virtuous cycle: More readers, means more editors, which creates better instructions, leading again to more readers.",cycle|readers|editors|instructions|readers,N|H|H|N|H,8|11|15|20|26,44-49|56-63|76-83|106-118|142-149
GUM_essay_distraction-36,en,You can put up with noise/silence/kids/discomfort/hunger for 20 minutes.,noise|silence|kids|discomfort|hunger|minutes,N|N|H|N|N|N,5|7|9|11|13|16,20-25|26-33|34-38|39-49|50-56|64-71
GUM_interview_ants-12,en,"Infected ants chose food laced with toxic hydrogen peroxide, whereas healthy ants avoided it.",ants|food|hydrogen|peroxide|ants,A|N|N|N|A,1|3|7|8|12,9-13|20-24|42-50|51-59|77-81
GUM_whow_quidditch-76,en,Each team is composed of:,team,H,1,5-9
GUM_whow_chicken-30,en,"""When a chicken or another animal with this tendency becomes frightened, its heart rate lowers and it stops moving.",chicken|animal|tendency|heart|rate,A|A|N|N|N,3|6|9|14|15,8-15|27-33|44-52|77-82|83-87
GUM_voyage_sydfynske-10,en,"If you are interested ornithology the many shallow waters around the islands and islets is a treat with thousands of birds and colonies, one of the more notable is the Arctic Tern, which migrates to Antarctica and back (nearly 40,000 kilometers) every year.",ornithology|waters|islands|islets|treat|thousands|birds|colonies|kilometers|year,A|N|N|N|N|N|A|N|N|N,4|8|11|13|16|18|20|22|43|46,22-33|51-57|69-76|81-87|93-98|104-113|117-122|127-135|234-244|252-256
GUM_whow_basil-52,en,4 Watch for pests and mold.,pests|mold,A|N,3|5,12-17|22-26
GUM_whow_quinoa-55,en,Rinse quinoa thoroughly in a fine mesh seive under cold water.,quinoa|mesh|seive|water,A|N|N|N,1|6|7|10,6-12|34-38|39-44|56-61
GUM_fiction_honour-30,en,Hundreds of millions? thought Chalmers.,Hundreds|millions,H|N,0|2,0-8|12-20
GUM_academic_implicature-21,en,"It is possible that these two children understood the task and really did believe that the puppet did not produce any poor descriptions, and in this regard, are not yet adult-like in their SI interpretations.",children|task|puppet|descriptions|regard|adult|SI|interpretations,H|N|N|N|N|A|N|N,6|9|16|22|27|32|37|38,30-38|54-58|91-97|123-135|149-155|169-174|189-191|192-207
GUM_interview_herrick-29,en,"Our advertising revenue funds community meetups and has even allowed us to donate over $ 60,000 to charities such as the Wikimedia Foundation and Creative Commons.",advertising|revenue|community|meetups|charities,N|N|H|N|N,1|2|4|5|17,4-15|16-23|30-39|40-47|99-108
GUM_voyage_merida-27,en,"Take your time and really explore the Maya sites, walk for miles along the Gulf of Mexico, attend a village festival, photograph the wildlife, crawl through a cave or swim in a cenote.",time|sites|miles|village|festival|wildlife|cave|cenote,N|N|N|N|N|A|N|N,2|8|12|21|22|26|31|36,10-14|43-48|59-64|100-107|108-116|133-141|159-163|177-183
GUM_whow_arrogant-59,en,Arrogant people often subconsciously know that they don't have any good friends.,people|friends,H|H,1|13,9-15|72-79
GUM_podcast_brave-1,en,"The other thing about the witch, um, is that she's doing that --",thing|witch,N|A,2|5,10-15|26-31
GUM_letter_gorbachev-25,en,"Government agencies that use land should be charged the same rentals as others for the land they use, or services will not be adequately financed and agencies will not have adequate incentive or guidance for economizing on their use of land.",Government|agencies|land|rentals|others|land|services|agencies|incentive|guidance|use|land,N|N|N|N|H|N|N|N|N|N|N|N,0|1|4|10|12|15|20|27|32|34|39|41,0-10|11-19|29-33|61-68|72-78|87-91|105-113|150-158|182-191|195-203|229-232|236-240
GUM_letter_flood-17,en,"Unfortunately, the present Disaster Relief Act does not do the job for private homeowners and businessmen who saw their property destroyed by the flood.",job|homeowners|businessmen|property|flood,N|H|H|N|N,11|14|16|20|24,63-66|79-89|94-105|120-128|146-151
GUM_bio_theodorus-21,en,"After living a life of constant weeping and prayer in solitude, Pachomius forgave Theodorus and allowed him to live among the brothers once more.",life|weeping|prayer|solitude|brothers,N|N|N|N|H,3|6|8|10|22,15-19|32-39|44-50|54-62|126-134
GUM_fiction_honour-52,en,"Zombie-like he sank down into the seat, watching as if from outside his body as his hands buckled him in, his fingers flip switches, press buttons, acknowledge questions and confirmations on the screens before him.",Zombie|seat|body|hands|fingers|switches|buttons|questions|confirmations|screens,A|N|N|N|N|N|N|N|N|N,0|8|16|19|25|27|30|33|35|38,0-6|34-38|72-76|84-89|110-117|123-131|139-146|160-169|174-187|195-202
GUM_academic_census-5,en,"Additionally, diversity has been shown to produce more supportive social climates and effective learning environments [4], which can facilitate the mentoring of young scientists.",diversity|climates|learning|environments|mentoring|scientists,N|N|N|N|N|H,2|11|14|15|24|27,14-23|73-81|96-104|105-117|148-157|167-177
GUM_bio_goode-23,en,"His father, Anthony, was a geologist and his mother, Jennifer, is a nurse and amateur theatre director.",father|geologist|mother|nurse|amateur|theatre|director,H|H|H|H|H|N|H,1|7|10|16|18|19|20,4-10|27-36|45-51|68-73|78-85|86-93|94-102
GUM_letter_zora-10,en,I am up every morning at five oclock chopping down weeds and planting flowers and things.,morning|oclock|weeds|flowers|things,N|N|A|A|N,4|7|10|13|15,14-21|30-36|51-56|70-77|82-88
GUM_textbook_history-17,en,"Researchers believe that about ten thousand years ago, humans also began the domestication of plants and animals, adding agriculture as a means of sustenance to hunting and gathering techniques.",Researchers|years|humans|domestication|plants|animals|agriculture|means|sustenance|hunting|gathering|techniques,H|N|A|N|A|A|N|N|N|N|N|N,0|6|9|13|15|17|20|23|25|27|29|30,0-11|44-49|55-61|77-90|94-100|105-112|121-132|138-143|147-157|161-168|173-182|183-193
GUM_textbook_grit-25,en,In a 2007 study Duckworth and colleagues found that individuals with high grit were able to maintain motivation in learning tasks despite failures.,study|colleagues|individuals|grit|motivation|learning|tasks|failures,N|H|H|N|N|N|N|N,3|6|9|12|17|19|20|22,10-15|30-40|52-63|74-78|101-111|115-123|124-129|138-146
GUM_interview_peres-60,en,Mistake is inevitable as long as there are human beings.,Mistake|beings,N|A,0|9,0-7|49-55
GUM_fiction_frankenstein-19,en,"“I’m sorry,” I say again, the concerned big brother.",brother,H,14,44-51
GUM_interview_ants-20,en,"The name is a pun referencing ants, its primary topic, science, and ""non-scientific"" jargon-free communication.",name|pun|ants|topic|science|jargon|communication,N|N|A|A|N|N|N,1|4|6|10|12|18|21,4-8|14-17|30-34|48-53|55-62|85-91|97-110
GUM_whow_quinoa-59,en,Sweat the peppers or vegetables along with the onions.,peppers|vegetables|onions,N|A|A,2|4|8,10-17|21-31|47-53
GUM_voyage_socotra-19,en,It is a fantastic way to enjoy the beauty and wildlife of the island.,way|beauty|wildlife|island,N|N|A|N,4|8|10|13,18-21|35-41|46-54|62-68
GUM_podcast_brave-35,en,I'll go kill that bear.,bear,A,6,18-22
GUM_whow_quinoa-65,en,"Cook the quinoa in the oven for roughly 20 minutes, or until most of the liquid is gone.",quinoa|oven|minutes|liquid,A|N|N|N,2|5|9|16,9-15|23-27|43-50|73-79
GUM_interview_daly-23,en,The only way to get at what's different is to make comparisons with close relatives.,way|comparisons|relatives,N|N|A,2|13|16,9-12|51-62|74-83
GUM_conversation_christmas-166,en,"If it's too small, Mom can take it.",Mom,H,7,19-22
GUM_fiction_pag-27,en,Even if the odds are impossible — and how many eight-year-olds would go up against six bigger kids for a sandbox buddy? — at least you call for backup.,odds|year|olds|kids|sandbox|buddy|backup,N|N|H|H|N|H|H,3|12|14|21|24|25|33,12-16|53-57|58-62|94-98|105-112|113-118|144-150
GUM_news_warming-5,en,"The scientists found reduction of crop yields by 2050 exceeded 10% of 2000 levels, substantially decreasing food security, in all cases examined.",scientists|reduction|crop|yields|levels|food|security|cases,H|N|A|N|N|N|N|N,1|3|5|6|14|18|19|23,4-14|21-30|34-38|39-45|75-81|108-112|113-121|130-135
