sentence_id,language,text,tokens,animacy_labels,label_token_indexes,label_char_spans
CESS-CAST-A-20001219-14713-s1,es,"Los ministros de Transportes de la UE intentarán alcanzar mañana, miércoles, un acuerdo sobre la futura norma que regulará los organismos encargados de la inspección de los buques y la relativa al control de los barcos en los puertos europeos.",ministros|miércoles|acuerdo|norma|organismos|inspección|buques|control|barcos|puertos,H|N|N|N|A|N|N|N|N|N,1|11|14|18|22|26|29|36|39|42,4-13|66-75|80-87|104-109|127-137|155-165|173-179|197-204|212-218|226-233
3LB-CAST-a12-2-s7,es,"Las ratas son como la mala conciencia de las sociedades desarrolladas, y su sucia proliferación será siempre un negro pero preciso reflejo de nuestro bienestar material.",ratas|conciencia|sociedades|proliferación|reflejo|bienestar,A|N|H|N|N|N,1|6|9|15|22|25,4-9|27-37|45-55|82-95|131-138|150-159
CESS-CAST-P-20001201-104-s2,es,"Según publica hoy la revista Science, investigadores del Instituto de Alteraciones Neurológicas (NINDS) y de la Universidad de Stanford, en EEUU, han logrado que el proceso de reconversión funcionara en trasplantes con ratones.",revista|investigadores|proceso|reconversión|trasplantes|ratones,N|H|N|N|N|A,4|7|32|34|37|39,21-28|38-52|165-172|176-188|203-214|219-226
CESS-CAST-AA-20000325-20450-s5,es,"Poco después de estas declaraciones, Aznar escapó al impacto de un huevo relleno de tinta roja que le lanzó Aitor Lazkano Murua, joven activista de los grupos de apoyo a los presos de ETA, y que se estrelló contra la pared.",declaraciones|impacto|huevo|tinta|activista|grupos|apoyo|presos|pared,N|N|A|N|H|N|N|H|N,4|11|14|17|27|30|32|35|45,22-35|53-60|67-72|84-89|135-144|152-158|162-167|174-180|217-222
3LB-CAST-dc2-6-s4,es,Incluso pueden fijar en estos genes la información necesaria para que sus estructuras se reproduzcan y se transmitan a las siguientes generaciones del microorganismo manipulado.,genes|información|estructuras|generaciones|microorganismo,N|N|N|A|A,5|7|12|21|25,30-35|39-50|74-85|134-146|151-165
CESS-CAST-AA-20000610-8039-s4,es,"Kim Jong Il, el enigmático personaje que en la sombra dirige Corea del Norte, el último reducto estalinista mundial, y Kim Dae Jung, el presidente de la capitalista Corea del Sur, celebrarán del Lunes al miércoles tres reuniones, una de ellas en solitario con la presencia sólo de los taquígrafos.",personaje|sombra|reducto|presidente|Lunes|miércoles|reuniones|presencia|taquígrafos,H|N|N|H|N|N|N|N|H,6|10|20|30|44|48|50|59|63,27-36|47-53|88-95|136-146|195-200|204-213|219-228|263-272|285-296
3LB-CAST-dc1-1-s5,es,"Las criaturas tienen un ADN digital, y sus genes están hechos a base de ristras de bits o unidades de información.",criaturas|genes|base|ristras|bits|unidades|información,A|N|N|N|N|N|N,1|9|13|15|17|19|21,4-13|43-48|64-68|72-79|83-87|90-98|102-113
CESS-CAST-A-20000923-18964-s4,es,"Fullana se situó pronto en los puestos de cabeza de una prueba en la que las competidoras dieron cinco vueltas a un circuito de 6,9 kilómetros - más un bucle llano de salida de 1.200 metros -, situado en la Fairfield City Farm, una granja en la que el ganado vacuno, ovino y porcino alterna con fauna autóctona como canguros, koalas o emús y que está a unos 30 kilómetros del Parque Olímpico de Sydney.",puestos|cabeza|prueba|competidoras|vueltas|circuito|kilómetros|bucle|salida|metros|granja|ganado|fauna|canguros|koalas|emús|kilómetros,N|N|N|H|N|N|N|N|N|N|N|A|A|A|A|A|N,6|8|11|16|19|22|25|29|32|35|46|51|59|62|64|66|73,31-38|42-48|56-62|77-89|103-110|116-124|132-142|152-157|167-173|183-189|232-238|252-258|295-300|316-324|326-332|335-339|361-371
CESS-CAST-A-20000713-10055-s1,es,"Brasil buscará a partir de mañana, viernes, el pase a su primera final de la Copa Davis ante los vigentes campeones, los australianos, y sobre la incómoda hierba del ANZ Stadium de Brisbane.",partir|mañana|viernes|pase|final|campeones|hierba,N|N|N|N|N|H|A,3|5|7|10|14|22|31,17-23|27-33|35-42|47-51|65-70|106-115|155-161
3LB-CAST-t4-1-s8,es,Es mejor el atardecer que el amanecer y son mis amigos ahora los que ven en la oscuridad: los gatos y los búhos.,atardecer|amanecer|amigos|oscuridad|gatos|búhos,N|N|H|N|A|A,3|6|10|17|20|23,12-21|29-37|48-54|79-88|94-99|106-111
CESS-CAST-P-20000102-69-s13,es,"Una vez extraído el feto del abdomen de la madre a través de la intervención quirúrgica, Milagros Lorenzo fue trasladada de nuevo a la UCI, donde falleció poco después de serle desconectado el respirador artificial.",vez|feto|abdomen|madre|través|intervención|respirador,N|A|N|H|N|N|N,1|4|8|11|13|16|40,4-7|20-24|29-36|43-48|51-57|64-76|193-203
3LB-CAST-dc1-11-s8,es,Cuando son absorbidas por las células se producen ionizaciones y excitaciones que llegan a romper los enlaces químicos de las moléculas que constituyen la materia viva dando lugar a recombinaciones que pueden generar auténticos venenos.,células|ionizaciones|excitaciones|enlaces|moléculas|materia|lugar|recombinaciones|venenos,A|N|N|N|N|N|N|N|N,5|8|10|16|20|24|27|29|34,30-37|50-62|65-77|102-109|126-135|155-162|174-179|182-197|228-235
CESS-CAST-P-20020202-17-s1,es,"El Tribunal Supremo de Argentina declaró ayer inconstitucional el corralito financiero, el bloqueo de las cuentas salariales y de ahorro decretado por el EX expresidente Fernando de la Rúa y su ministro de Economía, Domingo Cavallo, y ratificado por el presidente Eduardo Duhalde mediante una ley aprobada en el Parlamento.",corralito|bloqueo|cuentas|ahorro|expresidente|ministro|presidente|ley,N|N|N|N|H|N|H|N,9|13|16|20|25|32|43|48,66-75|91-98|106-113|130-136|157-169|194-202|253-263|293-296
CESS-CAST-P-20010103-76-s2,es,La vida de 17 de los 184 heridos corre peligro.,vida|heridos|peligro,A|H|N,1|7|9,3-7|25-32|39-46
CESS-CAST-P-19990602-18_e-s5,es,"Va para hacer papel, aislantes del automóvil y lechos de establo para caballos de montar.",papel|aislantes|automóvil|lechos|establo|caballos,N|N|N|N|N|A,4|6|10|12|14|16,14-19|21-30|35-44|47-53|57-64|70-78
CESS-CAST-AA-20000204-3865-s20,es,"El canciller informó, finalmente, de, pese a que últimamente no ha aparecido por el parlamento, y a que se siente acosado por los periodistas, que le hacen vivir una situación que no tiene nada que ver con los derechos humanos, no piensa renunciar a su mandato de diputado ni a la vida pública.",canciller|pese|parlamento|periodistas|situación|derechos|humanos|mandato|diputado|vida,H|N|N|H|N|N|A|N|H|N,1|8|18|29|36|45|46|54|56|60,3-12|38-42|84-94|130-141|166-175|210-218|219-226|253-260|264-272|281-285
3LB-CAST-dc2-2-s2,es,"Sobre el papel parecía muy fácil fabricar miles de bombas cargadas de microbios patógenos, capaces de esparcir por territorio enemigo las más terribles plagas.",papel|bombas|microbios|territorio|plagas,N|N|A|N|A,2|9|12|19|24,9-14|51-57|70-79|115-125|152-158
CESS-CAST-P-20020502-104-s13,es,"El equipo de Tagliabue ha hecho pruebas con judías verdes, tomates y naranjas e incluso nubes, pero al final prosperará la idea de varias frutas estampadas y difuminadas entre la cerámica de los azulejos.",equipo|pruebas|judías|tomates|naranjas|nubes|final|idea|frutas|cerámica|azulejos,N|N|A|N|N|N|N|N|N|N|N,1|6|8|11|13|16|22|25|28|34|37,3-9|32-39|44-50|59-66|69-77|88-93|103-108|123-127|138-144|179-187|195-203
3LB-CAST-dc1-1-s6A,es,"""La idea -"" dice Merelo ""- es dar vida a un orbe con animales cazadores y presas para estudiar cómo comparten el hábitat qué proporción tiene que haber de cada tipo y otros aspectos ecológicos...",idea|vida|orbe|animales|presas|hábitat|proporción|tipo|aspectos,N|A|N|A|A|N|N|N|N,2|11|14|16|19|25|27|33|36,4-8|34-38|44-48|53-61|74-80|113-120|125-135|160-164|173-181
CESS-CAST-P-19991001-146-s4,es,"El circo del Poble Espanyol no es el tradicional, sino un circo contemporáneo que utiliza todas las artes escénicas para la creación artística y no incluye números con animales.",circo|circo|artes|creación|números|animales,N|N|N|N|N|A,1|14|20|24|29|31,3-8|58-63|100-105|124-132|156-163|168-176
3LB-CAST-dc1-2-s3,es,"No es raro encontrarse en los congresos y reuniones de vida artificial a científicos curioseando y disfrutando de los videojuegos que presentan algunas casas comerciales, como la compañía norteamericana Maxis.",congresos|reuniones|vida|científicos|videojuegos|casas|compañía,N|N|A|H|N|N|N,8|10|12|15|21|25|30,30-39|42-51|55-59|73-84|118-129|152-157|179-187
3LB-CAST-e1-0-s13,es,Tal exaltación no se ha efectuado sin pérdida de ciertos matices importantes del personaje ni sin la invención por hagiógrafos tardíos de virtudes muy dudosas.,exaltación|pérdida|matices|personaje|invención|hagiógrafos|virtudes,N|N|N|A|N|H|N,1|7|10|15|19|21|24,4-14|38-45|57-64|81-90|101-110|115-126|138-146
3LB-CAST-c4-0-s6,es,"No es de extrañar, pues, que hoy, rotas las cadenas que durante tanto tiempo me mantuvieron escayolado al bien común, harto ya de renunciar a la degustación de pajaritos fritos, haya sucumbido a la fascinación de los auténticos motores del progreso: los pelotaris que compran, venden, agarran la comisión o plusvalía y salen corriendo al grito de maricón el último.",cadenas|tiempo|bien|degustación|pajaritos|fascinación|motores|progreso|pelotaris|comisión|plusvalía|grito|maricón,N|N|N|N|A|N|N|N|H|N|N|N|N,12|16|23|32|34|41|45|49|52|60|62|69|71,44-51|70-76|106-110|145-156|160-169|198-209|228-235|240-248|254-263|296-304|307-316|338-343|347-354
CESS-CAST-P-20020801-27_c-s2,es,"Las desventuras que un pasajero del Turbocat, Joel Manrique, comenzó a narrar a este diario el pasado Martes se convirtieron ayer en una odisea.",desventuras|pasajero|diario|Martes|odisea,N|H|N|N|N,1|4|18|21|27,4-15|23-31|85-91|102-108|137-143
3LB-CAST-t3-0-s13,es,"Cada día contemplaba el cielo a través de la ventana de su habitación del Holiday Inn y la panza de burro estaba allí, como estaba allí esa esquina azulada a la que peregrinaban sus ojos una y otra vez para jugar al escondite con un sol tuberculoso y esquivo.",día|cielo|través|ventana|habitación|panza|burro|esquina|ojos|vez|escondite|sol,N|N|N|N|N|N|A|N|N|N|N|N,1|4|6|9|12|20|22|30|37|41|47|50,5-8|24-29|32-38|45-52|59-69|91-96|100-105|140-147|182-186|198-201|216-225|233-236
3LB-CAST-c4-0-s2,es,"El malabarista causa entusiasmo, pero raramente beneficio público; el héroe, ungido y tonsurado como tal por los conejos que saca de su brumosa chistera, sólo se salva a sí mismo y no apaga otro fuego que el de su propia ambición, ni deja otra riqueza que la del crujir de dientes del colectivo social.",malabarista|entusiasmo|beneficio|héroe|conejos|chistera|fuego|ambición|riqueza|crujir|dientes|colectivo,H|N|N|N|A|N|N|N|N|N|N|H,1|3|7|11|20|26|38|44|49|55|57|61,3-14|21-31|48-57|70-75|113-120|144-152|195-200|221-229|244-251|263-269|273-280|285-294
CESS-CAST-A-20000317-13789-s3,es,"Allen con 28 puntos y Cassell con 22 también tuvieron el apoyo del pívot Glenn Robinson, que consiguió 19 puntos para permitir que los Bucks mejorasen su marca a 31-34 y volviesen a empatar con los Magic de Orlando por el octavo puesto en la Federación Este.",puntos|apoyo|pívot|puntos|marca|puesto,N|N|H|N|N|N,3|11|15|22|30|46,13-19|57-62|67-72|106-112|154-159|229-235
3LB-CAST-dc1-13-s12,es,"El brazo, por ejemplo, presenta el pelo curiosamente vuelto hacia arriba, detalle que han explicado los científicos constatando que sólo así evita el primate que el agua de la lluvia llegue hasta sus manos y le dificulte sus movimientos usuales.",brazo|ejemplo|pelo|detalle|científicos|primate|agua|lluvia|manos|movimientos,N|N|N|N|H|A|N|N|N|N,1|4|8|14|19|26|29|32|36|41,3-8|14-21|35-39|74-81|104-115|150-157|165-169|176-182|200-205|225-236
CESS-CAST-P-19990401-12-s4,es,"Los guerristas no se lo perdonan, pero él cuida de que no galleen de nuevo; de ahí que Joan Lerma, autoconvencido de que era imprescindible, ahora esté en vía muerta.",guerristas|vía,H|N,1|34,4-14|155-158
CESS-CAST-P-20010201-157-s1,es,"Más de 30 años de andadura resistente contemplan a Quintín Cabrera, un cantautor que mantiene su compromiso por la misma causa revolucionaria que, en 1967, le llevó a viajar a Cuba y asistir al surgimiento de la Nueva Trova.",años|andadura|cantautor|compromiso|causa|1967|surgimiento,N|N|H|N|N|N|N,3|5|13|17|21|26|39,10-14|18-26|71-80|97-107|121-126|150-154|194-205
CESS-CAST-P-19990501-16_a-s6,es,"En contra de lo que muchos podamos pensar, sobre todo cuando pulsamos por equivocación el fatídico comando de eliminar, el ordenador guarda la información en algún pliegue arenoso de su memoria.",contra|equivocación|comando|ordenador|información|pliegue|memoria,N|N|N|N|N|N|N,1|14|17|22|25|28|32,3-9|74-86|99-106|123-132|143-154|164-171|186-193
CESS-CAST-A-20001114-10150-s38,es,"Con el tema ""Iberoamérica y la situación internacional en una economía globalizada"", la Declaración de La Habana comprometió a los países firmantes a fortalecer el funcionamiento de sus instituciones democráticas, el pluralismo político, el Estado de Derecho y el respeto de los derechos humanos y las libertades fundamentales, incluido el derecho al desarrollo.",tema|situación|economía|países|funcionamiento|instituciones|pluralismo|respeto|derechos|humanos|libertades|derecho|desarrollo,N|N|N|H|N|N|N|N|N|A|N|N|N,2|7|11|23|28|31|35|44|47|48|51|56|60,7-11|31-40|62-70|131-137|164-178|186-199|217-227|264-271|279-287|288-295|302-312|340-347|351-361
CESS-CAST-A-20001121-16182-s2,es,"Serra Ferrer, igual que sus jugadores, ha recibido hoy la visita del presidente de la entidad, Joan Gaspart, quien ha intentado trasladar tranquilidad, después de sumar el domingo la quinta derrota en la Liga, después de haberse jugado once partidos.",jugadores|visita|presidente|entidad|tranquilidad|domingo|derrota|partidos,H|N|H|N|N|N|N|N,6|12|16|19|28|34|37|49,28-37|58-64|69-79|86-93|138-150|172-179|190-197|241-249
3LB-CAST-e3-1-s5,es,"Lo fundamental será comprender lo que quería decir para Kant que la autonomía, que es - el fundamento de la dignidad del ser racional, la tenemos los hombres en cuanto seres nouménicos, o lo que es lo mismo, que tenemos capacidad autolegisladora en cuanto impenetrables al autoconocimiento.",decir|autonomía|fundamento|dignidad|ser|hombres|cuanto|seres|capacidad|cuanto|autoconocimiento,N|N|N|N|A|H|N|A|N|N|N,7|12|18|21|25|31|33|34|46|49|54,45-50|68-77|91-101|108-116|121-124|150-157|161-167|168-173|220-229|249-255|273-289
CESS-CAST-AA-20000310-8222-s2,es,"En dicho trabajo se analiza la evolución que experimentaron los márgenes de las frutas y hortalizas, es decir, la diferencia entre los precios en origen y al consumidor, entre 1997 y 1999, tomando como muestra un período de 39 semanas.",trabajo|evolución|márgenes|frutas|hortalizas|es|decir|diferencia|precios|origen|consumidor|1997|1999|muestra|período|semanas,N|N|N|N|A|N|N|N|N|N|H|N|N|N|N|N,2|6|10|13|15|17|18|21|24|26|31|34|36|40|42|45,9-16|31-40|64-72|80-86|89-99|101-103|104-109|114-124|135-142|146-152|158-168|176-180|183-187|202-209|213-220|227-234
CESS-CAST-P-20000501-21-s1,es,"A la sombra de las musasas, los hombres de Mugabe veneran a su presidente y consideran justa la ocupación de las tierras de los hacendados blancos.",sombra|musasas|hombres|presidente|ocupación|tierras|hacendados,N|A|H|H|N|N|H,2|5|8|14|20|23|26,5-11|19-26|32-39|63-73|96-105|113-120|128-138
3LB-CAST-a27-0-s17,es,"Amén del nacimiento del Infante Don Felipe de Borbón y Grecia, que pesó al nacer 4.300 gramos y fue un acontecimiento social, pues consiguió reunir a toda la familia real española en Madrid - incluida la reina Victoria Eugenia, que fue la madrina y no había pisado tierra española desde el día que abandonó el país camino del exilio -, quizá lo más significativo, lo que puede darnos idea de cómo eran las cosas por aquel entonces, es una anécdota que circuló como la pólvora y que tuvo lugar en la villa de Santos de Maimona, donde el alcalde de la localidad sorprendió a propios y extraños con un bando sobre la moral pública y las buenas costumbres, con el que dicen pretendía hacer frente a los ardores de aquel caluroso verano.",nacimiento|gramos|acontecimiento|familia|reina|madrina|tierra|día|país|camino|exilio|idea|cosas|anécdota|pólvora|lugar|villa|alcalde|localidad|bando|moral|costumbres|frente|ardores|verano,N|N|N|H|H|H|N|N|N|N|N|N|N|N|N|N|N|H|N|N|N|N|N|N|N,4|23|27|36|44|51|56|60|64|65|69|83|88|95|100|104|107|115|118|126|129|134|142|145|149,9-19|87-93|103-117|158-165|204-209|239-246|265-271|290-293|310-314|315-321|326-332|384-388|406-411|439-447|468-475|487-492|499-504|536-543|550-559|599-604|614-619|641-651|686-692|699-706|725-731
3LB-CAST-dc1-4-s9,es,"Sólo entre la minoría de especies que habita en climas tropicales o templados, como las jacanas, es más fácil de encontrar.",minoría|especies|climas|jacanas,A|A|N|A,3|5|9|16,14-21|25-33|48-54|88-95
CESS-CAST-A-20000221-16686-s16,es,"Everton, que debió viajar a la ciudad de Calama, a 1.584 kilómetros al norte de Santiago, derrotó a los ""zorros del desierto"" mediante goles de Moisés Avila (32') y Rodrigo Delgado (80').",ciudad|kilómetros|norte|zorros|desierto|goles|32'|80',N|N|N|A|N|N|N|N,7|13|17|25|29|32|37|43,31-37|57-67|71-76|105-111|116-124|135-140|158-161|182-185
CESS-CAST-AA-20001107-4901-s8,es,"Pero para Arthur Titherington, presidente de la asociación de supervivientes de los campos de concentración japoneses, eso no fue suficiente ni adecuado, al considerar que las autoridades niponas deben utilizar la palabra ""shazai"", que en japonés significa el reconocimiento de que ""he cometido una ofensa por la que de forma humilde pido perdón"".",presidente|asociación|supervivientes|campos|concentración|autoridades|palabra|shazai|japonés|reconocimiento|ofensa|forma|perdón,H|N|H|N|N|N|N|N|N|N|N|N|N,5|8|10|13|15|31|36|38|43|46|54|59|63,31-41|48-58|62-76|84-90|94-107|176-187|214-221|223-229|239-246|260-274|299-305|320-325|339-345
3LB-CAST-n1-15-s11,es,"A la entrada de - Pushestreet -, la - calle de los camellos - de Christiania, un cartel advertía a los consumidores: los fumadores de porros y de hachís tienen que ir a aprovisionarse a otra parte, concretamente a Istedgade, otro barrio de Copenhague, situado al lado de la estación central, donde el comercio de la - hierba - no ha sufrido alteración alguna.",entrada|calle|camellos|cartel|consumidores|fumadores|porros|hachís|parte|barrio|lado|estación|comercio|hierba|alteración,N|N|A|N|H|H|N|N|N|N|N|N|N|N|N,2|10|13|19|23|26|28|31|41|48|56|59|64|68|73,5-12|38-43|51-59|81-87|103-115|121-130|134-140|146-152|191-196|230-236|263-267|274-282|301-309|318-324|341-351
3LB-CAST-dc2-5-s8,es,A fin de cuentas siempre resulta más fácil y barato cultivar bacterias y virus que fabricar una bomba atómica.,fin|cuentas|bacterias|virus|bomba,N|N|A|N|N,1|3|11|13|17,2-5|9-16|61-70|73-78|96-101
CESS-CAST-AA-20000310-8105-s18,es,"Una gitana le pide una flor en un mercadillo de Valladolid para luego advertirle en tono insinuante: ""no creas que por esto te voy a votar"".",gitana|flor|mercadillo|tono,H|A|N|N,1|5|8|17,4-10|23-27|34-44|84-88
3LB-CAST-n1-3-s17,es,"El Ayuntamiento les ha invitado a fumar la pipa de la paz: el terreno de la - casita -, a cambio de otra parcela un poco más allá, para que puedan construirse un centro cultural como Dios manda.",pipa|paz|terreno|casita|cambio|parcela|centro|Dios|manda,N|N|N|N|N|N|N|A|N,8|11|14|18|22|25|38|41|42,43-47|54-57|62-69|78-84|90-96|105-112|162-168|183-187|188-193
CESS-CAST-AA-20001107-4216-s2,es,"""Si el pueblo hace lo que creo que va a hacer, estáis viendo al próximo presidente de Estados Unidos"", proclamó Bush en la llamada ""fiesta de recibimiento"" tras el final de una agotadora campaña.",pueblo|presidente|fiesta|recibimiento|final|campaña,H|H|N|N|N|N,3|22|34|36|40|44,7-13|72-82|132-138|142-154|164-169|187-194
CESS-CAST-P-19991102-3-s1,es,"La presencia de menores es frecuente en las misas negras de los ultras Hermanos de Changó, presididas por una sacerdotisa, en las que se sacrifican animales.",presencia|misas|ultras|sacerdotisa|animales,N|N|H|H|A,1|8|12|20|27,3-12|44-49|64-70|110-121|148-156
CESS-CAST-P-19990501-16_a-s16,es,"Bueno, por el arte de los programas diseñados por Jessen para escudriñar en las tripas magnéticas de estos cacharros.",arte|programas|tripas|cacharros,N|N|N|A,4|7|15|19,14-18|26-35|80-86|107-116
CESS-CAST-P-20010801-70-s1,es,"La Cámara de Representantes norteamericana decidió ayer prohibir todas las investigaciones que supongan la fabricación y la clonación de embriones humanos incluso en el caso de experimentos no reproductivos, es decir, puramente científicos, destinados a la creación de tejidos.",investigaciones|fabricación|clonación|embriones|caso|experimentos|es|decir|científicos|creación|tejidos,N|N|N|A|N|N|N|N|H|N|N,10|14|17|19|24|26|30|31|34|39|41,75-90|107-118|124-133|137-146|169-173|177-189|208-210|211-216|228-239|257-265|269-276
CESS-CAST-P-19990602-18_e-s1,es,En Catalunya hay 3.307 hectáreas plantadas de lino textil.,hectáreas|lino,N|A,4|7,23-32|46-50
